Group,Identity,Coverage
groupe300,0.42,0.821
groupe300,0.361,0.837
groupe300,0.211,0.648
groupe300,0.177,0.693
groupe300,0.117,0.607
groupe300,0.968,1.0
groupe300,0.429,0.95
groupe300,0.921,1.0
groupe300,0.492,0.992
groupe300,0.476,0.992
groupe300,0.17,0.555
groupe300,0.25,0.92
groupe300,0.17,0.72
groupe300,0.0,0.0
groupe300,1.0,1.0
groupe300,0.161,0.672
groupe300,0.308,0.871
groupe300,0.338,0.966
groupe300,0.456,1.0
groupe300,0.981,0.882
groupe300,0.308,0.871
groupe300,0.923,0.981
groupe300,0.525,0.761
groupe300,1.0,1.0
groupe300,0.29,0.595
groupe300,0.348,0.675
groupe300,0.119,0.697
groupe300,0.132,0.725
groupe300,0.171,0.796
groupe300,0.146,0.818
groupe300,0.177,0.765
groupe300,0.3,0.905
groupe300,0.24,0.868
groupe300,0.169,0.804
groupe300,0.154,0.781
groupe300,0.875,1.0
groupe300,0.988,1.0
groupe300,0.274,0.901
groupe300,0.273,0.899
groupe300,0.154,0.851
groupe300,0.641,0.984
groupe300,0.264,0.899
groupe300,0.557,1.0
groupe300,0.574,1.0
groupe300,0.59,1.0
groupe300,0.607,1.0
groupe300,0.574,1.0
groupe300,0.352,0.969
groupe300,1.0,1.0
groupe300,0.992,1.0
groupe300,0.36,0.969
groupe300,0.352,0.969
groupe300,0.31,0.891
groupe300,0.164,0.908
groupe300,0.451,0.97
groupe300,0.173,0.907
groupe300,0.164,0.896
groupe300,0.283,0.828
groupe300,0.15,0.818
groupe300,0.438,0.974
groupe300,0.129,0.896
groupe300,0.102,0.794
groupe300,1.0,0.986
groupe300,0.197,0.909
groupe300,0.155,0.926
groupe300,1.0,1.0
groupe300,0.437,0.993
groupe300,0.155,0.932
groupe300,0.843,0.998
groupe300,0.298,0.95
groupe300,0.607,1.0
groupe300,0.873,1.0
groupe300,0.603,1.0
groupe300,0.256,0.779
groupe300,0.339,0.833
groupe300,0.18,0.667
groupe300,0.294,0.712
groupe300,0.126,0.568
groupe300,0.979,1.0
groupe300,0.155,0.916
groupe300,1.0,1.0
groupe300,1.0,0.985
groupe300,0.124,0.842
groupe300,0.479,0.895
groupe300,0.272,0.822
groupe300,0.809,0.987
groupe300,0.477,0.915
groupe300,1.0,1.0
groupe300,0.201,0.88
groupe300,0.617,1.0
groupe300,0.167,0.888
groupe300,0.207,0.891
groupe300,0.994,1.0
groupe300,0.281,0.922
groupe300,0.163,0.798
groupe300,0.217,0.713
groupe300,1.0,1.0
groupe300,0.589,0.936
groupe300,0.177,0.855
groupe300,0.1,0.655
groupe300,0.102,0.666
groupe300,0.267,0.892
groupe300,0.079,0.658
groupe300,0.989,1.0
groupe300,0.652,0.95
groupe300,0.3,0.806
groupe300,0.728,0.915
groupe300,0.247,0.699
groupe300,0.236,0.915
groupe300,0.194,0.911
groupe300,0.881,1.0
groupe300,0.506,0.985
groupe300,1.0,1.0
groupe300,0.971,0.967
groupe300,0.091,0.857
groupe300,0.116,0.836
groupe300,0.113,0.859
groupe300,0.103,0.838
groupe300,0.049,0.306
groupe300,0.161,0.651
groupe300,0.147,0.676
groupe300,0.139,0.65
groupe300,0.906,1.0
groupe300,0.503,0.979
groupe300,0.211,0.696
groupe300,0.221,0.904
groupe300,0.241,0.801
groupe300,0.199,0.852
groupe300,0.331,0.865
groupe300,0.119,0.762
groupe300,0.175,0.852
groupe300,0.271,0.886
groupe300,0.489,0.845
groupe300,0.346,0.877
groupe300,0.266,0.763
groupe300,0.491,0.915
groupe300,0.154,0.725
groupe300,0.983,1.0
groupe300,0.939,0.958
groupe300,0.674,0.986
groupe300,0.984,1.0
groupe300,0.978,1.0
groupe300,0.39,0.985
groupe300,1.0,1.0
groupe300,0.987,1.0
groupe300,0.779,0.998
groupe300,0.217,0.881
groupe300,0.45,0.975
groupe300,0.204,0.89
groupe300,0.425,0.975
groupe300,0.442,0.975
groupe300,0.517,0.984
groupe300,0.469,0.918
groupe300,0.442,0.965
groupe300,0.523,0.973
groupe300,0.306,0.865
groupe300,1.0,1.0
groupe300,0.301,0.957
groupe300,0.394,0.875
groupe300,0.308,0.815
groupe300,0.394,0.878
groupe300,0.191,0.721
groupe300,0.155,0.593
groupe300,0.01,0.375
groupe300,0.103,0.563
groupe300,0.228,0.772
groupe300,0.242,0.89
groupe300,0.094,0.732
groupe300,1.0,1.0
groupe300,0.136,0.837
groupe300,0.097,0.739
groupe300,0.997,1.0
groupe300,0.216,0.835
groupe300,0.149,0.747
groupe300,0.645,0.99
groupe300,0.222,0.807
groupe300,0.994,1.0
groupe300,0.082,0.719
groupe300,0.131,0.635
groupe300,0.996,1.0
groupe300,0.112,0.758
groupe300,0.34,0.631
groupe300,0.588,0.746
groupe300,0.287,0.588
groupe300,0.739,0.891
groupe300,0.237,0.876
groupe300,0.205,0.809
groupe300,0.289,0.882
groupe300,0.288,0.903
groupe300,0.218,0.832
groupe300,0.123,0.866
groupe300,0.148,0.871
groupe300,0.142,0.878
groupe300,0.091,0.801
groupe300,0.158,0.848
groupe300,0.344,0.948
groupe300,0.712,0.888
groupe300,0.283,0.848
groupe300,0.239,0.955
groupe300,0.754,0.996
groupe300,0.754,0.911
groupe300,0.847,0.993
groupe300,0.954,0.807
groupe300,0.949,0.888
groupe300,0.224,0.943
groupe300,0.587,0.998
groupe300,0.191,0.92
groupe300,0.229,0.944
groupe300,0.093,0.793
groupe300,0.6,0.883
groupe300,0.51,0.969
groupe300,0.24,0.719
groupe300,0.892,1.0
groupe300,0.49,0.969
groupe300,1.0,0.781
groupe300,1.0,1.0
groupe300,1.0,1.0
groupe300,0.122,0.728
groupe300,0.938,1.0
groupe300,0.178,0.834
groupe300,0.294,0.744
groupe300,0.123,0.865
groupe300,0.171,0.866
groupe300,0.236,0.929
groupe300,0.255,0.906
groupe300,0.877,1.0
groupe300,0.455,0.902
groupe300,0.2,0.885
groupe300,0.548,0.974
groupe300,0.376,0.92
groupe300,0.258,0.904
groupe300,0.193,0.754
groupe300,0.23,0.85
groupe300,0.163,0.822
groupe300,0.323,0.898
groupe300,0.291,0.828
groupe300,0.667,0.969
groupe300,0.153,0.636
groupe300,0.969,1.0
groupe300,0.396,0.897
groupe300,0.133,0.743
groupe300,0.182,0.762
groupe300,0.3,0.885
groupe300,0.237,0.829
groupe300,0.183,0.911
groupe300,0.237,0.873
groupe300,0.391,0.917
groupe300,0.993,1.0
groupe300,0.322,0.923
groupe300,0.591,0.993
groupe300,0.397,0.917
groupe300,0.119,0.701
groupe300,0.325,0.788
groupe300,0.106,0.551
groupe300,0.112,0.766
groupe300,0.228,0.642
groupe300,1.0,0.974
groupe300,0.23,0.76
groupe300,0.322,0.85
groupe300,0.305,0.833
groupe300,0.136,0.885
groupe300,0.144,0.91
groupe300,0.198,0.973
groupe300,0.224,0.918
groupe300,0.117,0.802
groupe300,0.669,0.946
groupe300,0.103,0.708
groupe300,0.136,0.777
groupe300,0.487,0.899
groupe300,0.103,0.561
groupe300,0.277,0.669
groupe300,0.11,0.67
groupe300,0.658,0.981
groupe300,0.982,1.0
groupe300,0.991,1.0
groupe300,0.184,0.868
groupe300,0.211,0.908
groupe300,0.184,0.931
groupe300,0.16,0.965
groupe300,0.228,0.902
groupe300,0.303,0.966
groupe300,0.565,0.986
groupe300,0.152,0.891
groupe300,0.143,0.796
groupe300,0.177,0.926
groupe300,0.194,0.834
groupe300,0.269,0.929
groupe300,0.562,0.991
groupe300,0.127,0.842
groupe300,0.317,0.931
groupe300,0.162,0.838
groupe300,0.239,0.64
groupe300,0.221,0.764
groupe300,0.181,0.811
groupe300,0.248,0.803
groupe300,0.26,0.808
groupe300,0.537,0.977
groupe300,1.0,1.0
groupe300,0.438,0.993
groupe300,0.497,0.977
groupe300,0.333,0.933
groupe300,0.35,0.959
groupe300,0.149,0.792
groupe300,0.281,0.922
groupe300,0.254,0.845
groupe300,0.285,0.855
groupe300,0.285,0.777
groupe300,0.49,0.796
groupe300,0.16,0.755
groupe300,0.663,0.995
groupe300,0.093,0.852
groupe300,0.271,0.887
groupe300,0.154,0.778
groupe300,0.15,0.777
groupe300,0.407,0.933
groupe300,0.332,0.645
groupe300,0.228,0.582
groupe300,0.982,1.0
groupe300,0.42,0.862
groupe300,0.512,0.942
groupe300,0.965,0.873
groupe300,0.624,0.974
groupe300,0.415,0.881
groupe300,0.22,0.738
groupe300,0.271,0.797
groupe300,0.256,0.775
groupe300,0.219,0.743
groupe300,0.74,0.981
groupe300,0.477,0.902
groupe300,0.308,0.85
groupe300,0.755,0.981
groupe300,0.981,1.0
groupe300,0.534,0.967
groupe300,0.19,0.866
groupe300,0.401,0.894
groupe300,0.372,0.877
groupe300,0.755,0.957
groupe300,0.96,0.972
groupe300,0.991,1.0
groupe300,0.159,0.869
groupe300,0.972,1.0
groupe300,0.963,1.0
groupe300,0.991,1.0
groupe300,0.96,1.0
groupe300,0.963,1.0
groupe300,0.111,0.472
groupe300,0.119,0.681
groupe300,0.13,0.838
groupe300,0.132,0.683
groupe300,0.933,0.997
groupe300,0.377,0.865
groupe300,0.252,0.885
groupe300,0.175,0.76
groupe300,0.221,0.927
groupe300,0.859,0.994
groupe300,0.84,0.962
groupe300,0.571,0.991
groupe300,0.221,0.922
groupe300,0.998,0.952
groupe300,0.23,0.571
groupe300,0.122,0.462
groupe300,1.0,0.997
groupe300,0.522,0.975
groupe300,0.724,0.988
groupe300,0.728,0.99
groupe300,0.546,0.978
groupe300,0.529,0.774
groupe300,0.22,0.707
groupe300,0.2,0.638
groupe300,0.127,0.769
groupe300,0.669,0.874
groupe300,0.906,0.982
groupe300,0.925,1.0
groupe300,0.962,1.0
groupe300,0.962,1.0
groupe300,0.996,1.0
groupe300,0.264,0.898
groupe300,0.776,0.957
groupe300,0.36,0.94
groupe300,0.503,0.985
groupe300,0.682,0.984
groupe300,0.483,0.972
groupe300,0.563,0.921
groupe300,0.417,0.97
groupe300,0.15,0.771
groupe300,0.29,0.833
groupe300,1.0,1.0
groupe300,0.409,0.978
groupe300,0.079,0.7
groupe300,0.152,0.824
groupe300,0.085,0.762
groupe300,0.211,0.906
groupe300,0.138,0.669
groupe300,0.22,0.749
groupe300,0.221,0.636
groupe300,0.287,0.658
groupe300,0.11,0.919
groupe300,0.082,0.907
groupe300,0.194,0.951
groupe300,0.139,0.897
groupe300,0.149,0.945
groupe300,0.584,0.984
groupe300,0.21,0.89
groupe300,0.673,0.991
groupe300,0.583,0.984
groupe300,0.459,0.874
groupe300,0.464,0.879
groupe300,0.425,0.788
groupe300,0.46,0.879
groupe300,0.435,0.92
groupe300,0.139,0.744
groupe300,0.041,0.671
groupe300,0.136,0.815
groupe300,0.211,0.955
groupe300,0.147,0.966
groupe300,0.385,0.955
groupe300,0.231,0.8
groupe300,0.308,0.955
groupe300,0.26,0.955
groupe300,0.154,0.842
groupe300,0.162,0.891
groupe300,0.186,0.822
groupe300,0.204,0.612
groupe300,0.822,0.991
groupe300,0.979,1.0
groupe300,0.501,0.678
groupe300,0.152,0.605
groupe300,0.707,0.99
groupe300,0.316,0.668
groupe300,0.26,0.875
groupe300,0.441,0.939
groupe300,0.773,0.96
groupe300,0.744,0.956
groupe300,0.454,0.967
groupe300,0.134,0.81
groupe300,0.197,0.839
groupe300,0.092,0.855
groupe300,0.167,0.897
groupe300,0.684,1.0
groupe300,0.342,0.842
groupe300,0.605,1.0
groupe300,0.737,1.0
groupe300,0.97,1.0
groupe300,0.409,1.0
groupe300,1.0,1.0
groupe300,0.409,0.993
groupe300,0.135,0.912
groupe300,0.231,0.906
groupe300,0.133,0.918
groupe300,0.31,0.942
groupe300,0.128,0.539
groupe300,0.108,0.453
groupe300,0.149,0.741
groupe300,0.14,0.77
groupe300,0.167,0.616
groupe300,0.219,0.831
groupe300,0.158,0.862
groupe300,0.274,0.942
groupe300,0.159,0.824
groupe300,0.167,0.804
groupe300,0.298,0.875
groupe300,0.226,0.875
groupe300,0.298,0.931
groupe300,0.529,0.907
groupe300,0.393,0.928
groupe300,0.974,0.994
groupe300,0.127,0.712
groupe300,0.157,0.775
groupe300,0.382,0.948
groupe300,1.0,1.0
groupe300,0.198,0.844
groupe300,0.997,1.0
groupe300,0.768,0.989
groupe300,0.394,0.975
groupe300,0.368,0.911
groupe300,0.26,0.938
groupe300,1.0,1.0
groupe300,0.264,0.965
groupe300,0.23,0.955
groupe300,0.992,1.0
groupe300,0.089,0.635
groupe300,0.41,0.951
groupe300,0.097,0.635
groupe300,0.163,0.913
groupe300,0.137,0.903
groupe300,0.225,0.956
groupe300,0.487,0.936
groupe300,0.795,0.968
groupe300,0.461,0.967
groupe300,0.386,0.786
groupe300,0.477,0.797
groupe300,0.31,0.971
groupe300,0.585,0.983
groupe300,0.288,0.969
groupe300,0.274,0.967
groupe300,0.227,0.935
groupe300,0.25,0.94
groupe300,1.0,1.0
groupe300,1.0,1.0
groupe300,0.373,0.708
groupe300,0.13,0.724
groupe300,0.144,0.685
groupe300,0.184,0.898
groupe300,0.523,1.0
groupe300,0.64,1.0
groupe300,0.477,1.0
groupe300,0.616,1.0
groupe300,0.677,0.985
groupe300,0.672,0.992
groupe300,0.176,0.886
groupe300,0.785,1.0
groupe300,0.278,0.874
groupe300,0.398,0.788
groupe300,0.238,0.926
groupe300,0.23,0.926
groupe300,0.705,0.954
groupe300,0.333,0.866
groupe300,0.233,0.779
groupe300,0.53,0.939
groupe300,0.204,0.856
groupe300,0.942,0.997
groupe300,0.97,1.0
groupe300,0.346,0.85
groupe300,0.614,1.0
groupe300,0.895,0.922
groupe300,0.921,1.0
groupe300,0.93,1.0
groupe300,0.725,1.0
groupe300,0.708,1.0
groupe300,1.0,1.0
groupe300,0.5,0.988
groupe300,1.0,1.0
groupe300,0.243,0.91
groupe300,0.175,0.924
groupe300,0.86,1.0
groupe300,0.274,0.93
groupe300,0.242,0.93
groupe300,0.41,0.881
groupe300,0.177,0.945
groupe300,0.919,0.993
groupe300,0.981,0.974
groupe300,0.939,1.0
groupe300,0.939,1.0
groupe300,0.531,1.0
groupe300,0.819,0.98
groupe300,0.702,0.98
groupe300,1.0,1.0
groupe300,0.223,0.863
groupe300,0.919,1.0
groupe300,0.196,0.829
groupe300,0.205,0.857
groupe300,0.688,0.993
groupe300,0.75,0.982
groupe300,0.75,0.982
groupe300,0.752,1.0
groupe300,0.257,0.919
groupe300,0.297,0.914
groupe300,0.257,0.919
groupe300,0.272,0.961
groupe300,0.117,0.758
groupe300,0.179,0.921
groupe300,0.272,0.897
groupe300,0.167,0.902
groupe300,0.223,0.845
groupe300,0.21,0.797
groupe300,0.214,0.845
groupe300,0.911,0.838
groupe300,0.328,0.967
groupe300,0.878,1.0
groupe300,0.35,0.924
groupe300,0.183,0.859
groupe300,0.587,0.932
groupe300,0.726,0.958
groupe300,0.581,0.952
groupe300,0.284,0.769
groupe300,0.444,0.858
groupe300,0.361,0.75
groupe300,0.333,0.821
groupe300,0.661,0.906
groupe300,0.116,0.894
groupe300,0.112,0.718
groupe300,0.164,0.889
groupe300,0.202,0.885
groupe300,0.126,0.838
groupe300,0.138,0.823
groupe300,0.188,0.878
groupe300,0.148,0.897
groupe300,0.207,0.954
groupe300,0.238,0.975
groupe300,0.137,0.83
groupe300,0.679,0.997
groupe300,0.244,0.855
groupe300,0.233,0.886
groupe300,0.104,0.669
groupe300,0.114,0.689
groupe300,0.121,0.708
groupe300,0.14,0.783
groupe300,1.0,1.0
groupe300,0.956,1.0
groupe300,0.985,1.0
groupe300,1.0,1.0
groupe300,0.176,0.945
groupe300,0.159,0.916
groupe300,1.0,1.0
groupe300,0.45,0.874
groupe300,0.429,0.95
groupe300,0.138,0.86
groupe300,0.848,0.993
groupe300,0.308,0.926
groupe300,0.754,0.99
groupe300,0.082,0.624
groupe300,0.145,0.644
groupe300,0.074,0.718
groupe300,0.704,0.974
groupe300,0.199,0.616
groupe300,0.131,0.729
groupe300,0.162,0.6
groupe300,0.143,0.585
groupe300,0.422,0.972
groupe300,0.124,0.517
groupe200,0.656,0.992
groupe200,0.32,0.91
groupe200,0.18,0.775
groupe200,0.134,0.725
groupe200,0.429,0.967
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.706,0.982
groupe200,0.264,0.952
groupe200,1.0,1.0
groupe200,0.959,1.0
groupe200,0.25,0.952
groupe200,0.959,1.0
groupe200,0.13,0.829
groupe200,0.144,0.832
groupe200,0.128,0.784
groupe200,0.142,0.873
groupe200,0.209,0.742
groupe200,0.235,0.862
groupe200,0.22,0.821
groupe200,0.192,0.724
groupe200,0.194,0.961
groupe200,0.6,0.985
groupe200,0.448,0.984
groupe200,0.208,0.966
groupe200,0.22,0.962
groupe200,0.989,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.497,0.925
groupe200,0.318,0.91
groupe200,0.371,0.843
groupe200,0.814,1.0
groupe200,0.902,1.0
groupe200,0.305,0.84
groupe200,0.99,1.0
groupe200,0.307,0.885
groupe200,0.939,1.0
groupe200,0.263,0.909
groupe200,0.569,0.982
groupe200,0.588,0.986
groupe200,0.514,0.991
groupe200,1.0,1.0
groupe200,0.274,0.896
groupe200,0.221,0.883
groupe200,0.294,0.873
groupe200,0.263,0.896
groupe200,1.0,1.0
groupe200,0.112,0.702
groupe200,0.145,0.725
groupe200,0.116,0.766
groupe200,0.195,0.858
groupe200,0.94,0.996
groupe200,0.213,0.859
groupe200,0.455,0.898
groupe200,0.263,0.895
groupe200,0.92,1.0
groupe200,0.956,0.991
groupe200,0.242,0.877
groupe200,0.292,0.883
groupe200,0.306,0.867
groupe200,1.0,1.0
groupe200,0.404,0.943
groupe200,0.476,0.969
groupe200,0.4,0.94
groupe200,0.261,0.955
groupe200,0.298,0.937
groupe200,0.479,0.974
groupe200,0.21,0.916
groupe200,0.281,0.91
groupe200,0.258,0.923
groupe200,0.57,0.986
groupe200,0.637,0.942
groupe200,1.0,1.0
groupe200,0.43,0.901
groupe200,0.129,0.773
groupe200,0.279,0.845
groupe200,0.408,0.897
groupe200,0.278,0.947
groupe200,0.248,0.826
groupe200,0.279,0.94
groupe200,0.275,0.966
groupe200,0.327,0.886
groupe200,0.988,1.0
groupe200,0.976,1.0
groupe200,0.988,1.0
groupe200,0.227,0.847
groupe200,0.258,0.847
groupe200,0.183,0.789
groupe200,0.227,0.847
groupe200,0.447,0.919
groupe200,1.0,1.0
groupe200,0.855,0.997
groupe200,0.287,0.776
groupe200,0.934,1.0
groupe200,0.354,0.891
groupe200,0.373,0.932
groupe200,0.141,0.756
groupe200,0.359,0.867
groupe200,0.08,0.386
groupe200,0.018,0.082
groupe200,0.17,0.5
groupe200,0.191,0.639
groupe200,0.073,0.329
groupe200,0.386,0.877
groupe200,0.493,0.932
groupe200,0.427,0.925
groupe200,0.765,0.997
groupe200,0.931,1.0
groupe200,0.161,0.681
groupe200,0.951,1.0
groupe200,0.985,0.907
groupe200,0.223,0.858
groupe200,0.222,0.935
groupe200,0.161,0.861
groupe200,0.188,0.858
groupe200,1.0,1.0
groupe200,0.489,0.916
groupe200,0.289,0.864
groupe200,0.765,0.976
groupe200,0.451,0.95
groupe200,0.491,0.954
groupe200,0.28,0.937
groupe200,0.779,0.986
groupe200,0.362,0.927
groupe200,0.445,0.862
groupe200,0.332,0.815
groupe200,0.828,1.0
groupe200,0.321,0.816
groupe200,0.396,0.872
groupe200,0.682,0.994
groupe200,0.847,0.98
groupe200,0.642,0.99
groupe200,0.179,0.906
groupe200,0.128,0.828
groupe200,0.102,0.85
groupe200,0.954,1.0
groupe200,0.161,0.864
groupe200,0.142,0.751
groupe200,0.97,0.996
groupe200,0.152,0.863
groupe200,0.138,0.729
groupe200,0.391,0.893
groupe200,0.385,0.893
groupe200,0.105,0.793
groupe200,0.287,0.829
groupe200,0.393,0.882
groupe200,0.352,0.864
groupe200,0.431,0.823
groupe200,0.377,0.931
groupe200,0.471,0.957
groupe200,0.125,0.651
groupe200,0.677,0.99
groupe200,0.177,0.711
groupe200,0.391,0.929
groupe200,0.325,0.892
groupe200,0.185,0.882
groupe200,0.684,1.0
groupe200,0.336,0.89
groupe200,0.509,0.977
groupe200,0.255,0.93
groupe200,0.234,0.938
groupe200,0.71,0.982
groupe200,0.124,0.721
groupe200,0.943,0.996
groupe200,0.416,0.875
groupe200,0.235,0.827
groupe200,0.793,1.0
groupe200,0.78,1.0
groupe200,0.53,0.988
groupe200,0.488,0.994
groupe200,0.326,0.908
groupe200,1.0,1.0
groupe200,0.209,0.909
groupe200,0.355,0.97
groupe200,0.349,0.855
groupe200,0.351,0.823
groupe200,0.269,0.797
groupe200,0.151,0.798
groupe200,0.408,0.967
groupe200,0.328,0.9
groupe200,0.236,0.966
groupe200,0.323,0.896
groupe200,0.254,0.865
groupe200,0.41,0.805
groupe200,0.158,0.676
groupe200,0.255,0.699
groupe200,0.418,0.899
groupe200,0.43,0.88
groupe200,0.614,0.886
groupe200,0.419,0.863
groupe200,0.478,0.916
groupe200,0.297,0.932
groupe200,0.157,0.871
groupe200,0.993,1.0
groupe200,0.204,0.781
groupe200,0.177,0.806
groupe200,0.356,0.925
groupe200,0.775,0.997
groupe200,0.287,0.944
groupe200,0.19,0.826
groupe200,0.177,0.875
groupe200,0.789,0.992
groupe200,0.142,0.866
groupe200,0.901,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.763,0.995
groupe200,0.432,0.825
groupe200,0.781,1.0
groupe200,0.745,0.995
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.722,0.97
groupe200,0.696,0.954
groupe200,0.908,1.0
groupe200,1.0,1.0
groupe200,0.981,1.0
groupe200,0.987,1.0
groupe200,0.2,0.907
groupe200,1.0,1.0
groupe200,0.675,0.994
groupe200,0.519,0.911
groupe200,0.474,0.939
groupe200,1.0,1.0
groupe200,0.505,0.969
groupe200,0.441,0.969
groupe200,0.493,0.818
groupe200,0.705,0.847
groupe200,0.313,0.804
groupe200,1.0,1.0
groupe200,0.892,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,1.0,1.0
groupe200,0.477,0.973
groupe200,0.987,1.0
groupe200,0.518,0.844
groupe200,0.684,0.928
groupe200,0.646,0.977
groupe200,0.194,0.858
groupe200,0.454,0.959
groupe200,0.324,0.974
groupe200,0.588,0.987
groupe200,0.411,0.921
groupe200,1.0,1.0
groupe200,0.988,1.0
groupe200,0.986,1.0
groupe200,0.456,0.989
groupe200,0.08,0.865
groupe200,0.214,0.9
groupe200,0.154,0.904
groupe200,0.172,0.934
groupe200,0.145,0.928
groupe200,0.392,0.978
groupe200,0.21,0.916
groupe200,0.124,0.55
groupe200,1.0,1.0
groupe200,0.259,0.78
groupe200,0.163,0.53
groupe200,0.328,0.95
groupe200,0.225,0.881
groupe200,0.194,0.931
groupe200,0.389,0.949
groupe200,0.508,0.992
groupe200,0.983,1.0
groupe200,1.0,1.0
groupe200,0.983,1.0
groupe200,0.967,0.992
groupe200,0.462,0.926
groupe200,0.614,0.975
groupe200,0.649,1.0
groupe200,0.839,0.993
groupe200,0.898,0.993
groupe200,0.91,1.0
groupe200,0.96,0.993
groupe200,0.231,0.867
groupe200,0.107,0.92
groupe200,0.128,0.788
groupe200,0.252,0.905
groupe200,0.112,0.505
groupe200,0.237,0.881
groupe200,0.276,0.93
groupe200,0.179,0.551
groupe200,0.45,0.941
groupe200,0.467,0.9
groupe200,0.467,0.857
groupe200,0.983,1.0
groupe200,0.188,0.869
groupe200,0.222,0.863
groupe200,0.722,0.989
groupe200,0.9,1.0
groupe200,0.225,0.926
groupe200,0.248,0.95
groupe200,0.241,0.953
groupe200,0.122,0.944
groupe200,0.983,1.0
groupe200,0.15,0.918
groupe200,0.95,1.0
groupe200,0.2,0.923
groupe200,0.313,0.933
groupe200,0.625,0.965
groupe200,0.276,0.911
groupe200,0.444,0.962
groupe200,0.204,0.779
groupe200,0.222,0.858
groupe200,0.218,0.868
groupe200,0.315,0.904
groupe200,0.586,0.987
groupe200,0.398,0.967
groupe200,0.297,0.911
groupe200,0.271,0.932
groupe200,0.302,0.858
groupe200,0.133,0.851
groupe200,0.144,0.842
groupe200,0.872,1.0
groupe200,1.0,1.0
groupe200,0.769,1.0
groupe200,0.74,1.0
groupe200,0.683,0.995
groupe200,0.144,0.848
groupe200,0.215,0.817
groupe200,1.0,1.0
groupe200,0.192,0.908
groupe200,0.38,0.737
groupe200,0.675,0.974
groupe200,0.956,1.0
groupe200,0.452,0.759
groupe200,0.107,0.773
groupe200,0.55,0.992
groupe200,0.969,1.0
groupe200,0.094,0.672
groupe200,0.412,0.933
groupe200,0.967,1.0
groupe200,0.967,1.0
groupe200,0.49,0.835
groupe200,0.657,0.992
groupe200,0.564,0.955
groupe200,0.641,0.973
groupe200,0.803,0.998
groupe200,0.711,0.951
groupe200,0.566,0.738
groupe200,0.697,0.958
groupe200,0.164,0.86
groupe200,0.342,0.937
groupe200,0.173,0.879
groupe200,0.337,0.897
groupe200,0.579,0.963
groupe200,0.832,1.0
groupe200,0.991,1.0
groupe200,0.598,0.963
groupe200,1.0,1.0
groupe200,0.792,0.99
groupe200,0.771,1.0
groupe200,0.465,0.917
groupe200,0.317,0.666
groupe200,0.419,0.859
groupe200,0.45,0.839
groupe200,0.828,1.0
groupe200,0.369,0.956
groupe200,0.318,0.9
groupe200,1.0,1.0
groupe200,0.374,0.937
groupe200,0.153,0.871
groupe200,0.544,0.991
groupe200,0.49,0.94
groupe200,0.294,0.872
groupe200,0.306,0.817
groupe200,0.544,0.91
groupe200,0.299,0.845
groupe200,0.976,1.0
groupe200,0.231,0.912
groupe200,0.218,0.944
groupe200,0.505,0.931
groupe200,0.29,0.762
groupe200,0.338,0.971
groupe200,0.266,0.785
groupe200,0.346,0.795
groupe200,0.118,0.483
groupe200,0.445,0.845
groupe200,1.0,0.897
groupe200,0.491,0.902
groupe200,0.942,0.995
groupe200,0.942,0.995
groupe200,1.0,1.0
groupe200,0.984,1.0
groupe200,0.367,0.99
groupe200,0.239,0.937
groupe200,0.214,0.919
groupe200,0.593,0.96
groupe200,0.386,0.98
groupe200,0.489,0.885
groupe200,0.716,0.993
groupe200,0.516,0.99
groupe200,0.698,0.995
groupe200,0.326,0.984
groupe200,0.708,0.995
groupe200,0.378,0.975
groupe200,1.0,1.0
groupe200,0.99,1.0
groupe200,1.0,1.0
groupe200,0.306,0.676
groupe200,0.693,0.96
groupe200,0.841,0.998
groupe200,0.834,0.998
groupe200,0.214,0.809
groupe200,0.178,0.786
groupe200,0.224,0.824
groupe200,0.112,0.68
groupe200,0.17,0.852
